source.ip,destination.ip,destination.port
192.168.5.170,10.0.0.25,3389
192.168.4.238,10.0.0.25,123
192.168.2.153,10.0.0.1,3389
192.168.4.115,10.0.0.245,22
192.168.4.115,151.101.1.69,53
192.168.4.73,31.13.72.36,53
192.168.2.110,10.0.0.17,3389
192.168.5.170,151.101.193.69,443
192.168.4.88,13.107.42.14,80
192.168.2.70,10.0.1.181,3306
192.168.3.68,142.250.190.46,443
192.168.4.238,151.101.1.69,443
192.168.2.110,104.244.42.65,443
192.168.5.170,10.0.0.32,123
192.168.5.82,10.0.0.245,3389
192.168.4.88,10.0.0.27,3389
192.168.2.112,10.0.0.17,3389
192.168.2.172,10.0.1.244,3306
192.168.2.112,10.0.0.1,53
192.168.5.82,10.0.0.1,3389
192.168.5.252,23.185.0.2,443
192.168.2.67,10.0.1.65,3306
192.168.2.98,10.0.1.178,3306
192.168.5.170,151.101.1.69,443
192.168.2.51,10.0.0.17,3389
192.168.5.229,10.0.0.119,3389
192.168.5.170,10.0.0.151,80
192.168.2.42,10.0.1.180,3306
192.168.2.110,10.0.0.27,3389
192.168.3.31,104.244.42.65,80
192.168.3.31,172.217.160.78,80
192.168.4.88,13.107.42.14,443
192.168.5.229,52.94.236.248,80
192.168.4.238,10.0.0.149,22
192.168.4.88,13.107.42.14,80
192.168.5.82,104.244.42.65,53
192.168.2.158,10.0.1.210,3306
192.168.3.246,10.0.0.151,3389
192.168.4.238,13.107.42.14,53
192.168.1.114,172.217.160.78,25
192.168.5.229,10.0.0.17,22
192.168.4.115,23.185.0.2,80
192.168.5.170,13.107.42.14,80
192.168.2.110,172.217.160.78,443
192.168.4.88,10.0.0.32,3389
192.168.1.111,10.0.0.32,3389
192.168.2.146,151.101.193.69,53
192.168.2.195,10.0.1.61,3306
192.168.4.238,10.0.0.119,3389
192.168.2.153,10.0.0.17,3389
192.168.2.146,142.250.190.46,53
192.168.1.194,199.232.69.194,53
192.168.4.115,151.101.193.69,443
192.168.3.31,52.94.236.248,53
192.168.1.114,23.185.0.2,80
192.168.4.115,199.232.69.194,80
192.168.4.238,172.217.160.78,80
192.168.2.51,199.232.69.194,443
192.168.3.68,23.185.0.2,80
192.168.4.238,13.107.42.14,80
192.168.2.14,10.0.1.244,3306
192.168.1.194,142.250.190.46,443
192.168.5.170,10.0.0.1,22
192.168.4.115,10.0.0.25,3389
192.168.5.82,199.232.69.194,443
192.168.2.51,10.0.0.245,3389
192.168.3.31,199.232.69.194,53
192.168.4.238,104.244.42.65,53
192.168.2.51,52.94.236.248,53
192.168.1.218,10.0.0.17,21
192.168.4.73,10.0.0.119,22
192.168.5.170,10.0.0.119,3389
192.168.1.111,10.0.0.1,3389
192.168.2.51,23.185.0.2,80
192.168.2.146,151.101.1.69,443
192.168.2.130,10.0.1.123,3306
192.168.4.73,10.0.0.27,3389
192.168.1.218,52.94.236.248,443
192.168.5.229,172.217.160.78,443
192.168.5.170,10.0.0.151,3389
192.168.2.249,10.0.1.147,3306
192.168.2.110,10.0.0.17,22
192.168.5.170,172.217.160.78,53
192.168.4.115,10.0.0.245,22
192.168.3.31,10.0.0.27,22
192.168.2.146,31.13.72.36,443
192.168.1.114,31.13.72.36,53
192.168.1.218,10.0.0.149,3389
192.168.3.68,142.250.190.46,80
192.168.2.16,10.0.1.86,3306
192.168.4.115,10.0.0.245,3389
192.168.5.170,172.217.160.78,80
192.168.3.68,13.107.42.14,80
192.168.4.115,10.0.0.25,80
192.168.2.153,52.94.236.248,80
192.168.5.229,52.94.236.248,53
192.168.3.68,151.101.1.69,80
192.168.5.252,52.94.236.248,443
192.168.2.133,10.0.1.59,3306
192.168.2.220,10.0.1.196,3306
192.168.2.146,151.101.193.69,3306
192.168.4.115,23.185.0.2,80
192.168.4.238,10.0.0.149,3389
192.168.2.185,10.0.1.39,3306
192.168.5.170,10.0.0.17,22
192.168.2.146,10.0.0.151,3306
192.168.1.111,172.217.160.78,53
192.168.3.68,13.107.42.14,443
192.168.2.146,172.217.160.78,53
192.168.2.112,31.13.72.36,80
192.168.2.153,151.101.1.69,443
192.168.3.68,52.94.236.248,443
192.168.4.88,23.185.0.2,53
192.168.4.88,13.107.42.14,53
192.168.2.153,10.0.0.149,3389
192.168.2.51,23.185.0.2,80
192.168.2.153,199.232.69.194,80
192.168.5.82,151.101.1.69,53
192.168.2.51,31.13.72.36,53
192.168.2.153,13.107.42.14,53
192.168.3.31,31.13.72.36,53
192.168.2.162,10.0.1.212,3306
192.168.1.194,23.185.0.2,53
192.168.2.183,10.0.1.110,3306
192.168.2.134,10.0.1.105,3306
192.168.3.246,52.94.236.248,80
192.168.2.44,10.0.1.207,3306
192.168.3.31,142.250.190.46,443
192.168.5.229,10.0.0.245,3389
192.168.2.51,199.232.69.194,80
192.168.2.213,10.0.1.24,3306
192.168.4.88,13.107.42.14,443
192.168.2.146,172.217.160.78,443
192.168.5.229,172.217.160.78,80
192.168.1.114,10.0.0.27,3389
192.168.2.153,142.250.190.46,443
192.168.3.31,23.185.0.2,443
192.168.3.68,10.0.0.1,22
192.168.4.88,10.0.0.119,22
192.168.4.73,10.0.0.27,3389
192.168.2.146,13.107.42.14,443
192.168.2.153,10.0.0.25,3389
192.168.2.199,10.0.1.219,3306
192.168.5.252,199.232.69.194,53
192.168.3.246,10.0.0.25,3389
192.168.2.161,10.0.1.40,3306
192.168.3.68,10.0.0.17,22
192.168.4.115,10.0.0.151,3306
192.168.2.248,10.0.1.235,3306
192.168.4.88,10.0.0.245,23
192.168.2.153,31.13.72.36,443
192.168.2.189,10.0.1.130,3306
192.168.4.238,10.0.0.17,22
192.168.5.82,52.94.236.248,80
192.168.4.88,10.0.0.25,22
192.168.4.73,10.0.0.119,3306
192.168.2.51,151.101.193.69,53
192.168.1.114,151.101.1.69,443
192.168.2.102,10.0.1.81,3306
192.168.2.64,10.0.1.82,3306
192.168.2.112,151.101.193.69,80
192.168.3.31,10.0.0.1,22
192.168.2.153,10.0.0.17,161
192.168.1.114,172.217.160.78,443
192.168.2.110,172.217.160.78,80
192.168.4.238,142.250.190.46,80
192.168.3.68,151.101.1.69,443
192.168.2.146,31.13.72.36,443
192.168.2.153,104.244.42.65,80
192.168.4.115,10.0.0.149,3389
192.168.1.194,10.0.0.25,21
192.168.2.147,10.0.1.17,3306
192.168.2.112,151.101.193.69,53
192.168.4.238,10.0.0.245,3389
192.168.1.194,199.232.69.194,53
192.168.1.194,151.101.193.69,53
192.168.3.68,10.0.0.25,3389
192.168.1.218,31.13.72.36,443
192.168.2.51,151.101.1.69,443
192.168.3.246,10.0.0.27,53
192.168.4.73,10.0.0.25,22
192.168.2.211,10.0.1.187,3306
192.168.5.252,31.13.72.36,53
192.168.1.114,13.107.42.14,53
192.168.2.234,10.0.1.6,3306
192.168.3.246,10.0.0.1,22
192.168.2.241,10.0.1.182,3306
192.168.4.238,151.101.1.69,443
192.168.1.111,199.232.69.194,443
192.168.2.74,10.0.1.207,3306
192.168.5.252,13.107.42.14,80
192.168.5.252,151.101.193.69,443
192.168.5.170,10.0.0.151,3389
192.168.4.88,10.0.0.27,3306
192.168.3.246,10.0.0.27,3389
192.168.1.111,10.0.0.27,3389
192.168.2.112,10.0.0.17,3389
192.168.4.73,199.232.69.194,3389
192.168.2.146,142.250.190.46,53
192.168.4.115,104.244.42.65,123
192.168.1.114,23.185.0.2,3389
192.168.2.112,10.0.0.32,3389
192.168.2.51,52.94.236.248,443
192.168.2.51,199.232.69.194,53
192.168.3.68,10.0.0.25,22
192.168.4.115,23.185.0.2,80
192.168.3.31,10.0.0.149,3389
192.168.1.194,151.101.193.69,123
192.168.1.218,10.0.0.32,3306
192.168.2.166,10.0.1.180,3306
192.168.1.194,151.101.1.69,53
192.168.2.110,10.0.0.1,161
192.168.5.170,10.0.0.27,3389
192.168.2.153,172.217.160.78,80
192.168.1.218,151.101.193.69,80
192.168.4.115,10.0.0.32,3389
192.168.4.238,151.101.1.69,80
192.168.2.112,142.250.190.46,53
192.168.1.194,199.232.69.194,53
192.168.5.252,13.107.42.14,443
192.168.5.252,10.0.0.27,3389
192.168.2.153,199.232.69.194,80
192.168.5.229,10.0.0.149,3389
192.168.2.54,10.0.1.179,3306
192.168.4.238,10.0.0.32,3389
192.168.5.252,10.0.0.17,3389
192.168.4.73,10.0.0.151,22
192.168.2.146,52.94.236.248,53
192.168.4.88,172.217.160.78,443
192.168.2.153,10.0.0.32,22
192.168.1.111,10.0.0.27,80
192.168.4.238,10.0.0.17,22
192.168.3.246,31.13.72.36,53
192.168.3.246,10.0.0.32,3389
192.168.4.73,13.107.42.14,443
192.168.3.68,172.217.160.78,80
192.168.4.238,199.232.69.194,1433
192.168.4.88,151.101.1.69,161
192.168.5.170,52.94.236.248,53
192.168.3.246,151.101.1.69,80
192.168.1.111,10.0.0.119,3389
192.168.1.194,104.244.42.65,443
192.168.5.229,142.250.190.46,80
192.168.2.146,23.185.0.2,80
192.168.2.41,10.0.1.182,3306
192.168.2.6,10.0.1.36,3306
192.168.2.216,10.0.1.26,3306
192.168.2.146,10.0.0.149,3389
192.168.2.153,52.94.236.248,53
192.168.5.252,10.0.0.119,22
192.168.3.31,31.13.72.36,53
192.168.4.238,23.185.0.2,443
192.168.3.68,13.107.42.14,53
192.168.5.229,151.101.1.69,53
192.168.5.229,10.0.0.149,22
192.168.5.229,151.101.193.69,443
192.168.1.194,10.0.0.17,3389
192.168.2.153,10.0.0.119,80
192.168.3.31,13.107.42.14,25
192.168.2.153,151.101.1.69,80
192.168.1.218,10.0.0.245,80
192.168.2.146,10.0.0.25,3389
192.168.1.218,23.185.0.2,53
192.168.1.114,13.107.42.14,53
192.168.5.170,10.0.0.119,443
192.168.4.115,151.101.1.69,53
192.168.4.238,151.101.193.69,443
192.168.1.218,10.0.0.1,22
192.168.3.246,10.0.0.119,80
192.168.4.115,13.107.42.14,53
192.168.3.68,10.0.0.149,22
192.168.2.39,10.0.1.134,3306
192.168.3.68,142.250.190.46,25
192.168.5.229,13.107.42.14,80
192.168.4.73,10.0.0.245,3389
192.168.1.111,52.94.236.248,443
192.168.2.51,199.232.69.194,53
192.168.4.88,10.0.0.17,21
192.168.1.114,10.0.0.149,3389
192.168.2.56,10.0.1.118,3306
192.168.2.128,10.0.1.147,3306
192.168.1.194,199.232.69.194,443
192.168.2.91,10.0.1.131,3306
192.168.3.68,10.0.0.1,3389
192.168.1.194,10.0.0.27,22
192.168.3.31,199.232.69.194,21
192.168.1.114,31.13.72.36,80
192.168.2.234,10.0.1.35,3306
192.168.3.68,151.101.193.69,80
192.168.5.229,13.107.42.14,80
192.168.4.115,23.185.0.2,80
192.168.2.51,10.0.0.151,3389
192.168.4.88,151.101.1.69,443
192.168.3.31,10.0.0.1,53
192.168.2.110,151.101.193.69,80
192.168.2.73,10.0.1.1,3306
192.168.3.68,10.0.0.27,3389
192.168.2.112,151.101.193.69,80
192.168.4.115,23.185.0.2,53
192.168.1.114,172.217.160.78,80
192.168.4.115,10.0.0.151,22
192.168.3.246,199.232.69.194,443
192.168.2.51,151.101.193.69,25
192.168.2.146,10.0.0.151,3389
192.168.1.194,151.101.1.69,53
192.168.3.246,104.244.42.65,53
192.168.4.115,10.0.0.25,22
192.168.2.14,10.0.1.168,3306
192.168.2.16,10.0.1.232,3306
192.168.1.194,31.13.72.36,443
192.168.1.111,13.107.42.14,53
192.168.1.111,10.0.0.245,53
192.168.2.146,104.244.42.65,443
192.168.5.229,31.13.72.36,443
192.168.1.194,10.0.0.151,3306
192.168.5.82,13.107.42.14,53
192.168.2.153,52.94.236.248,443
192.168.2.153,199.232.69.194,53
192.168.2.112,172.217.160.78,123
192.168.2.1,10.0.1.34,3306
192.168.5.170,52.94.236.248,53
192.168.4.238,199.232.69.194,21
192.168.1.194,104.244.42.65,80
192.168.1.111,13.107.42.14,80
192.168.2.110,52.94.236.248,53
192.168.1.218,10.0.0.27,22
192.168.1.111,10.0.0.119,22
192.168.2.88,10.0.1.251,3306
192.168.4.238,10.0.0.149,3389
192.168.2.3,10.0.1.128,3306
192.168.4.238,10.0.0.1,22
192.168.2.153,151.101.193.69,53
192.168.3.246,10.0.0.1,22
192.168.4.73,10.0.0.119,22
192.168.2.112,151.101.1.69,80
192.168.5.252,10.0.0.151,161
192.168.2.217,10.0.1.119,3306
192.168.4.238,13.107.42.14,3306
192.168.1.194,10.0.0.32,22
192.168.4.115,151.101.193.69,80
192.168.2.94,10.0.1.146,3306
192.168.3.246,10.0.0.151,123
192.168.2.213,10.0.1.183,3306
192.168.5.170,10.0.0.151,22
192.168.4.115,23.185.0.2,53
192.168.3.68,151.101.193.69,80
192.168.5.229,142.250.190.46,443
192.168.3.68,199.232.69.194,80
192.168.5.170,10.0.0.17,3389
192.168.5.82,142.250.190.46,443
192.168.3.31,52.94.236.248,443
192.168.2.146,13.107.42.14,443
192.168.2.200,10.0.1.99,3306
192.168.5.82,13.107.42.14,25
192.168.2.2,10.0.1.38,3306
192.168.1.114,151.101.1.69,80
192.168.5.82,13.107.42.14,443
192.168.5.252,31.13.72.36,53
192.168.1.218,151.101.1.69,80
192.168.5.82,10.0.0.149,22
192.168.4.115,151.101.1.69,53
192.168.5.170,10.0.0.27,22
192.168.4.115,10.0.0.25,22
192.168.3.68,10.0.0.151,123
192.168.1.194,31.13.72.36,53
192.168.2.153,151.101.193.69,80
192.168.4.115,10.0.0.27,3389
192.168.2.51,142.250.190.46,53
192.168.3.31,10.0.0.149,53
192.168.1.194,52.94.236.248,80
192.168.4.88,13.107.42.14,80
192.168.3.68,10.0.0.149,22
192.168.2.153,10.0.0.17,3389
192.168.4.238,199.232.69.194,443
192.168.5.170,10.0.0.32,3389
192.168.1.111,199.232.69.194,53
192.168.5.82,172.217.160.78,53
192.168.5.229,10.0.0.119,22
192.168.2.110,52.94.236.248,123
192.168.4.115,151.101.193.69,80
192.168.3.68,151.101.193.69,80
192.168.1.111,104.244.42.65,53
192.168.2.51,10.0.1.238,3306
192.168.5.229,199.232.69.194,443
192.168.2.146,10.0.0.27,3389
192.168.2.51,10.0.0.1,161
192.168.2.127,10.0.1.137,3306
192.168.1.111,52.94.236.248,53
192.168.5.170,151.101.1.69,443
192.168.2.153,172.217.160.78,443
192.168.2.110,199.232.69.194,80
192.168.2.112,23.185.0.2,123
192.168.1.194,142.250.190.46,53
192.168.2.110,13.107.42.14,53
192.168.4.88,142.250.190.46,53
192.168.5.82,10.0.0.119,3389
192.168.1.194,142.250.190.46,53
192.168.1.194,13.107.42.14,53
192.168.2.110,52.94.236.248,443
192.168.2.24,10.0.1.132,3306
192.168.2.146,10.0.0.1,22
192.168.1.111,13.107.42.14,80
192.168.2.97,10.0.1.176,3306
192.168.3.31,10.0.0.1,22
192.168.3.68,151.101.1.69,53
192.168.1.194,23.185.0.2,53
192.168.1.218,10.0.0.27,22
192.168.2.146,13.107.42.14,80
192.168.1.114,31.13.72.36,80
192.168.3.31,172.217.160.78,443
192.168.2.190,10.0.1.23,3306
192.168.3.246,104.244.42.65,53
192.168.2.112,10.0.0.149,3389
192.168.2.194,10.0.1.236,3306
192.168.2.146,13.107.42.14,443
192.168.2.126,10.0.1.156,3306
192.168.2.112,10.0.0.25,22
192.168.1.114,23.185.0.2,21
192.168.2.51,199.232.69.194,53
192.168.4.238,10.0.0.151,22
192.168.2.35,10.0.1.46,3306
192.168.3.246,10.0.0.27,3389
192.168.4.238,104.244.42.65,443
192.168.5.229,31.13.72.36,80
192.168.4.73,31.13.72.36,53
192.168.5.252,104.244.42.65,53
192.168.4.115,10.0.0.151,3389
192.168.1.218,10.0.0.32,22
192.168.2.51,151.101.1.69,443
192.168.5.252,31.13.72.36,80
192.168.2.51,172.217.160.78,53
192.168.4.88,10.0.0.151,3389
192.168.5.252,31.13.72.36,80
192.168.2.164,10.0.1.3,3306
192.168.2.107,10.0.1.135,3306
192.168.2.207,10.0.1.38,3306
192.168.1.111,52.94.236.248,161
192.168.2.51,10.0.0.25,53
192.168.1.194,13.107.42.14,443
192.168.1.111,10.0.0.151,22
192.168.4.73,52.94.236.248,53
192.168.2.110,23.185.0.2,443
192.168.1.194,104.244.42.65,443
192.168.5.170,10.0.0.119,3389
192.168.2.112,172.217.160.78,80
192.168.5.170,104.244.42.65,53
192.168.1.218,10.0.0.149,53
192.168.3.31,10.0.0.119,22
192.168.4.115,52.94.236.248,80
192.168.2.52,10.0.1.250,3306
192.168.4.115,10.0.0.149,3389
192.168.2.60,10.0.1.183,3306
192.168.5.229,13.107.42.14,443
192.168.4.115,10.0.0.151,161
192.168.3.68,10.0.0.1,3389
192.168.4.88,10.0.0.149,3389
192.168.2.204,10.0.1.105,3306
192.168.5.170,151.101.193.69,80
192.168.1.111,104.244.42.65,53
192.168.1.218,31.13.72.36,443
192.168.4.115,10.0.0.151,3389
192.168.4.88,10.0.0.17,22
192.168.5.170,142.250.190.46,443
192.168.1.114,31.13.72.36,80
192.168.4.115,10.0.0.32,3389
192.168.5.229,10.0.0.27,3389
192.168.3.68,104.244.42.65,443
192.168.5.229,10.0.0.25,3389
192.168.4.115,172.217.160.78,53
192.168.2.146,52.94.236.248,80
192.168.5.229,10.0.0.149,21
192.168.2.153,142.250.190.46,443
192.168.2.112,23.185.0.2,53
192.168.2.146,172.217.160.78,22
192.168.2.110,23.185.0.2,80
192.168.2.134,10.0.1.148,3306
192.168.5.229,52.94.236.248,443
192.168.3.68,151.101.193.69,443
192.168.2.155,10.0.1.218,3306
192.168.4.88,10.0.0.245,22
192.168.2.153,10.0.0.17,22
192.168.2.112,104.244.42.65,53
192.168.2.248,10.0.1.140,3306
192.168.3.31,10.0.0.149,3389
192.168.5.82,13.107.42.14,443
192.168.1.194,10.0.0.17,3389
192.168.1.111,31.13.72.36,80
192.168.2.155,10.0.1.46,3306
192.168.1.111,10.0.0.27,3389
192.168.1.111,52.94.236.248,80
192.168.2.112,10.0.0.151,80
192.168.5.229,104.244.42.65,53
192.168.2.127,10.0.1.88,3306
192.168.4.88,10.0.0.1,3389
192.168.2.112,10.0.0.32,3389
192.168.3.68,10.0.0.32,3389
192.168.2.51,172.217.160.78,123
192.168.5.82,10.0.0.149,3389
192.168.2.153,10.0.0.151,22
192.168.2.234,10.0.1.70,3306
192.168.1.218,10.0.0.27,22
192.168.2.242,10.0.1.247,3306
192.168.4.238,104.244.42.65,80
192.168.4.88,13.107.42.14,443
192.168.4.238,199.232.69.194,53
192.168.1.114,151.101.1.69,80
192.168.1.114,10.0.0.119,3389
192.168.1.114,10.0.0.149,23
192.168.4.73,10.0.0.245,3389
192.168.2.110,172.217.160.78,80
192.168.5.252,104.244.42.65,443
192.168.2.41,10.0.1.135,3306
192.168.2.146,10.0.0.25,22
192.168.4.115,151.101.193.69,443
192.168.4.73,10.0.0.245,3389
192.168.2.110,199.232.69.194,1433
192.168.4.73,10.0.0.25,443
192.168.4.238,13.107.42.14,21
192.168.5.82,151.101.193.69,443
192.168.2.153,31.13.72.36,443
192.168.1.114,10.0.0.27,22
192.168.5.252,10.0.0.27,80
192.168.1.194,10.0.0.25,123
192.168.2.163,10.0.1.67,3306
192.168.2.110,13.107.42.14,53
192.168.4.73,104.244.42.65,80
192.168.4.238,10.0.0.1,161
192.168.2.108,10.0.1.51,3306
192.168.4.238,104.244.42.65,53
192.168.4.88,10.0.0.27,3389
192.168.1.194,10.0.0.119,3389
192.168.2.112,13.107.42.14,443
192.168.4.115,23.185.0.2,80
192.168.2.153,31.13.72.36,80
192.168.5.170,151.101.1.69,443
192.168.1.194,104.244.42.65,53
192.168.1.114,151.101.193.69,443
192.168.2.16,10.0.1.172,3306
192.168.4.115,10.0.0.119,22
192.168.2.219,10.0.1.245,3306
192.168.1.114,199.232.69.194,53
192.168.1.111,13.107.42.14,443
192.168.2.146,10.0.0.119,3389
192.168.2.222,10.0.1.219,3306
192.168.2.241,10.0.1.26,3306
192.168.2.25,10.0.1.21,3306
192.168.5.229,52.94.236.248,80
192.168.5.229,23.185.0.2,53
192.168.3.246,151.101.193.69,53
192.168.2.110,10.0.0.25,3389
192.168.4.115,10.0.0.119,22
192.168.2.51,172.217.160.78,80
192.168.4.238,10.0.0.27,53
192.168.2.136,10.0.1.119,3306
192.168.4.73,10.0.0.149,21
192.168.2.146,31.13.72.36,53
192.168.2.112,172.217.160.78,80
192.168.2.164,10.0.1.149,3306
192.168.3.31,10.0.0.32,22
192.168.1.218,10.0.0.1,22
192.168.5.170,151.101.193.69,80
192.168.3.246,172.217.160.78,443
192.168.5.82,23.185.0.2,53
192.168.3.246,199.232.69.194,123
192.168.1.114,52.94.236.248,80
192.168.3.68,10.0.0.245,21
192.168.5.170,10.0.0.27,3389
192.168.4.238,151.101.1.69,53
192.168.2.51,10.0.0.1,1433
192.168.1.111,172.217.160.78,443
192.168.1.194,104.244.42.65,443
192.168.1.111,151.101.1.69,80
192.168.2.108,10.0.1.166,3306
192.168.3.68,10.0.0.25,3389
192.168.1.194,52.94.236.248,443
192.168.2.153,10.0.0.149,3389
192.168.2.112,151.101.1.69,443
192.168.5.170,142.250.190.46,443
192.168.2.161,10.0.1.29,3306
192.168.2.110,151.101.1.69,80
192.168.2.112,10.0.0.27,22
192.168.2.142,10.0.1.249,3306
192.168.5.170,199.232.69.194,80
192.168.5.82,10.0.0.149,22
192.168.5.252,10.0.0.245,22
192.168.5.82,10.0.0.149,22
192.168.3.31,104.244.42.65,53
192.168.1.111,13.107.42.14,3389
192.168.5.229,10.0.0.25,3389
192.168.4.73,52.94.236.248,53
192.168.4.115,10.0.0.25,53
192.168.5.170,10.0.0.119,1433
192.168.1.111,151.101.1.69,53
192.168.4.115,151.101.193.69,53
192.168.2.51,10.0.0.32,22
192.168.3.246,172.217.160.78,21
192.168.5.170,10.0.0.245,3389
192.168.2.253,10.0.1.57,3306
192.168.3.246,142.250.190.46,443
192.168.1.111,151.101.1.69,443
192.168.5.229,10.0.0.149,80
192.168.3.31,10.0.0.32,3389
192.168.5.82,13.107.42.14,443
192.168.3.68,23.185.0.2,53
192.168.5.82,23.185.0.2,53
192.168.2.153,142.250.190.46,80
192.168.4.238,172.217.160.78,80
192.168.1.218,10.0.0.17,3389
192.168.2.110,104.244.42.65,53
192.168.1.111,199.232.69.194,80
192.168.4.115,10.0.0.25,3389
192.168.5.252,10.0.0.17,123
192.168.2.51,199.232.69.194,53
192.168.1.114,10.0.0.151,3389
192.168.1.218,13.107.42.14,53
192.168.1.194,172.217.160.78,443
192.168.5.82,10.0.0.25,3389
192.168.4.88,10.0.0.149,53
192.168.4.115,172.217.160.78,53
192.168.1.218,10.0.0.27,23
192.168.3.246,23.185.0.2,80
192.168.2.246,10.0.1.144,3306
192.168.4.73,199.232.69.194,25
192.168.4.238,23.185.0.2,53
192.168.1.111,151.101.1.69,21
192.168.2.59,10.0.1.225,3306
192.168.1.218,10.0.0.1,3389
192.168.3.68,142.250.190.46,53
192.168.2.151,10.0.1.60,3306
192.168.1.194,10.0.0.25,22
192.168.2.146,172.217.160.78,53
192.168.1.194,104.244.42.65,443
192.168.4.73,23.185.0.2,53
192.168.4.115,142.250.190.46,80
192.168.2.96,10.0.1.32,3306
192.168.4.73,13.107.42.14,53
192.168.1.194,10.0.0.151,3389
192.168.1.114,172.217.160.78,443
192.168.1.194,10.0.0.151,22
192.168.5.170,10.0.0.245,22
192.168.2.153,10.0.0.27,23
192.168.2.112,142.250.190.46,53
192.168.2.232,10.0.1.194,3306
192.168.2.130,10.0.1.251,3306
192.168.1.194,10.0.0.151,3389
192.168.2.114,10.0.1.185,3306
192.168.2.153,151.101.193.69,443
192.168.2.153,172.217.160.78,53
192.168.1.218,104.244.42.65,443
192.168.5.229,10.0.0.27,3389
192.168.3.68,199.232.69.194,53
192.168.5.229,23.185.0.2,53
192.168.2.112,10.0.0.17,22
192.168.1.111,52.94.236.248,53
192.168.5.170,52.94.236.248,443
192.168.3.68,142.250.190.46,53
192.168.5.252,23.185.0.2,53
192.168.2.35,10.0.1.29,3306
192.168.4.73,10.0.0.17,22
192.168.3.31,199.232.69.194,80
192.168.2.153,104.244.42.65,53
192.168.2.79,10.0.1.138,3306
192.168.2.51,199.232.69.194,53
192.168.3.68,151.101.193.69,53
192.168.1.114,52.94.236.248,53
192.168.5.229,151.101.1.69,53
192.168.1.194,31.13.72.36,443
192.168.5.229,10.0.0.27,22
192.168.2.150,10.0.1.66,3306
192.168.3.68,199.232.69.194,80
192.168.3.31,172.217.160.78,80
192.168.3.31,151.101.1.69,80
192.168.2.112,10.0.0.32,3389
192.168.3.246,104.244.42.65,53
192.168.2.202,10.0.1.185,3306
192.168.1.111,172.217.160.78,80
192.168.4.115,10.0.0.151,3389
192.168.4.238,151.101.1.69,443
192.168.3.246,23.185.0.2,53
192.168.5.229,142.250.190.46,25
192.168.2.153,10.0.0.25,22
192.168.3.68,10.0.0.27,23
192.168.2.51,52.94.236.248,443
192.168.2.230,10.0.1.88,3306
192.168.1.111,199.232.69.194,53
192.168.2.153,199.232.69.194,3306
192.168.1.218,10.0.0.27,22
192.168.4.115,142.250.190.46,80
192.168.4.115,10.0.0.32,3389
192.168.2.199,10.0.1.150,3306
192.168.2.212,10.0.1.56,3306
192.168.4.238,10.0.0.27,3389
192.168.5.229,151.101.193.69,53
192.168.2.172,10.0.1.122,3306
192.168.2.3,10.0.1.167,3306
192.168.1.111,13.107.42.14,80
192.168.4.238,10.0.0.245,3389
192.168.1.218,10.0.0.17,21
192.168.2.51,172.217.160.78,443
192.168.5.229,199.232.69.194,443
192.168.3.246,10.0.0.149,22
192.168.3.246,31.13.72.36,443
192.168.3.31,23.185.0.2,443
192.168.1.111,23.185.0.2,3389
192.168.2.87,10.0.1.228,3306
192.168.1.114,104.244.42.65,53
192.168.1.194,10.0.0.27,3389
192.168.5.82,142.250.190.46,443
192.168.5.252,23.185.0.2,53
192.168.4.115,151.101.1.69,53
192.168.2.110,23.185.0.2,443
192.168.2.150,10.0.1.192,3306
192.168.4.238,31.13.72.36,443
192.168.3.246,142.250.190.46,443
192.168.5.82,10.0.0.149,23
192.168.2.146,142.250.190.46,53
192.168.1.114,151.101.1.69,80
192.168.1.114,10.0.0.32,3389
192.168.1.111,172.217.160.78,443
192.168.4.238,10.0.0.149,123
192.168.5.170,23.185.0.2,80
192.168.4.73,31.13.72.36,443
192.168.4.88,10.0.0.1,80
192.168.4.115,10.0.0.151,3389
192.168.3.31,10.0.0.32,22
192.168.4.115,23.185.0.2,443
192.168.4.73,10.0.0.151,80
192.168.1.194,10.0.0.149,3389
192.168.2.112,199.232.69.194,443
192.168.2.82,10.0.1.94,3306
192.168.1.194,10.0.0.32,22
192.168.5.252,151.101.1.69,443
192.168.2.153,10.0.0.1,22
192.168.4.115,142.250.190.46,443
192.168.2.153,10.0.0.27,22
192.168.1.111,10.0.0.25,443
192.168.1.194,199.232.69.194,53
192.168.2.52,10.0.1.208,3306
192.168.3.31,10.0.0.25,123
192.168.5.82,142.250.190.46,22
192.168.5.229,23.185.0.2,443
192.168.1.114,10.0.0.245,1433
192.168.2.153,10.0.0.25,22
192.168.4.115,10.0.0.27,3389
192.168.5.170,104.244.42.65,3306
192.168.2.51,10.0.0.32,22
192.168.2.51,104.244.42.65,22
192.168.1.218,10.0.0.1,22
192.168.2.146,151.101.1.69,80
192.168.2.112,10.0.0.25,123
192.168.3.31,10.0.0.119,22
192.168.3.68,142.250.190.46,443
192.168.5.82,172.217.160.78,443
192.168.5.229,31.13.72.36,80
192.168.3.31,151.101.1.69,53
192.168.2.72,10.0.1.195,3306
192.168.2.155,10.0.1.232,3306
192.168.1.114,199.232.69.194,53
192.168.2.60,10.0.1.191,3306
